	City	Town	gasolina 95	gasolina 98	diésel	diésel plus	gasóleo B	biodiésel	GNL	GNC	GLP	Fecha
475	Barcelona	Montmaneu	1,234 €/l	1,344 €/l	1,184 €/l	1,234 €/l	0,999 €/l					2020-04-05 18:13:49.715042
476	Barcelona	Montmeló	1,064 €/l	1,209 €/l	0,932 €/l	1,015 €/l						2020-04-05 18:13:50.121143
477	Barcelona	Montornès del Vallès	1,196 €/l	1,379 €/l	1,101 €/l	1,232 €/l					0,679 €/l	2020-04-05 18:13:50.497288
478	Barcelona	Navàs	1,179 €/l	1,319 €/l	1,055 €/l	1,135 €/l	0,742 €/l					2020-04-05 18:13:50.954420
479	Barcelona	Òdena	1,056 €/l	1,232 €/l	0,950 €/l	1,052 €/l						2020-04-05 18:13:51.324988
480	Barcelona	Olèrdola	1,082 €/l	1,269 €/l	0,977 €/l	0,969 €/l						2020-04-05 18:13:51.800311
481	Barcelona	Olesa de Montserrat	1,124 €/l	1,289 €/l	1,026 €/l	1,127 €/l						2020-04-05 18:13:52.220931
482	Barcelona	Olost	1,169 €/l		1,065 €/l	1,145 €/l						2020-04-05 18:13:52.797708
483	Barcelona	Pacs del Penedès	1,159 €/l	1,284 €/l	1,069 €/l	1,129 €/l						2020-04-05 18:13:53.226672
484	Barcelona	Palafolls	1,142 €/l	1,269 €/l	1,029 €/l	1,122 €/l						2020-04-05 18:13:53.626454
485	Barcelona	Palau-solità i Plegamans	1,114 €/l	1,308 €/l	1,078 €/l	1,039 €/l						2020-04-05 18:13:54.133182
486	Barcelona	Pallejà	1,169 €/l	1,299 €/l	1,069 €/l	1,142 €/l						2020-04-05 18:13:55.724191
487	Barcelona	La Palma de Cervelló	1,179 €/l	1,303 €/l	1,065 €/l	1,135 €/l						2020-04-05 18:13:56.180227
488	Barcelona	El Papiol	1,179 €/l	1,309 €/l	1,059 €/l	1,139 €/l						2020-04-05 18:13:57.843857
489	Barcelona	Parets del Vallès	1,136 €/l	1,317 €/l	1,016 €/l	1,144 €/l						2020-04-05 18:13:58.363968
490	Barcelona	Piera	1,039 €/l		0,959 €/l							2020-04-05 18:13:58.993067
491	Barcelona	Pineda de Mar	1,132 €/l	1,287 €/l	1,032 €/l	1,079 €/l						2020-04-05 18:14:00.558881
492	Barcelona	El Pla del Penedès	1,319 €/l	1,419 €/l	1,289 €/l	1,339 €/l						2020-04-05 18:14:02.017556
493	Barcelona	La Pobla de Claramunt		1,320 €/l	1,075 €/l							2020-04-05 18:14:02.474970
494	Barcelona	La Pobla de Lillet	1,239 €/l		1,129 €/l	1,209 €/l						2020-04-05 18:14:02.925657
495	Barcelona	El Pont de Vilomara i Rocafort	1,247 €/l		0,999 €/l	1,299 €/l						2020-04-05 18:14:03.342095
496	Barcelona	El Prat de Llobregat	1,134 €/l	1,282 €/l	1,033 €/l	1,115 €/l					0,646 €/l	2020-04-05 18:14:05.156418
497	Barcelona	Prats de Lluçanès	1,139 €/l	1,309 €/l	1,039 €/l		0,759 €/l					2020-04-05 18:14:09.035627
498	Barcelona	Premià de Mar	1,159 €/l		1,059 €/l							2020-04-05 18:14:09.487237
499	Barcelona	Puig-reig	1,099 €/l		0,978 €/l							2020-04-05 18:14:09.889487
500	Barcelona	Ripollet	1,128 €/l	1,312 €/l	1,013 €/l	1,139 €/l					0,689 €/l	2020-04-05 18:14:10.321159
501	Barcelona	La Roca del Vallès	1,172 €/l	1,287 €/l	1,063 €/l	1,138 €/l					0,679 €/l	2020-04-05 18:14:10.844562
502	Barcelona	Roda de Ter	1,019 €/l	1,349 €/l	0,919 €/l	0,989 €/l						2020-04-05 18:14:11.478728
503	Barcelona	Rubí	1,160 €/l	1,320 €/l	1,057 €/l	1,125 €/l						2020-04-05 18:14:11.913752
504	Barcelona	Sabadell	1,165 €/l	1,319 €/l	1,046 €/l	1,132 €/l	0,800 €/l				0,679 €/l	2020-04-05 18:14:12.396222
505	Barcelona	Saldes	1,249 €/l	1,459 €/l	1,149 €/l	1,269 €/l						2020-04-05 18:14:12.905153
506	Barcelona	Sallent	1,108 €/l	1,319 €/l	0,957 €/l	1,047 €/l					0,639 €/l	2020-04-05 18:14:13.312840
507	Barcelona	Sant Adrià de Besòs	1,073 €/l	1,237 €/l	0,976 €/l	1,074 €/l					0,629 €/l	2020-04-05 18:14:15.118558
508	Barcelona	Sant Andreu de la Barca	1,131 €/l	1,304 €/l	1,004 €/l	1,079 €/l						2020-04-05 18:14:15.543594
509	Barcelona	Sant Andreu de Llavaneres	1,072 €/l	1,299 €/l	0,989 €/l	1,179 €/l						2020-04-05 18:14:15.977139
510	Barcelona	Sant Antoni de Vilamajor	1,139 €/l		1,049 €/l							2020-04-05 18:14:16.328007
511	Barcelona	Sant Boi de Llobregat	1,109 €/l	1,214 €/l	1,009 €/l	1,098 €/l					0,709 €/l	2020-04-05 18:14:16.724857
512	Barcelona	Sant Celoni	1,159 €/l	1,336 €/l	1,062 €/l	1,186 €/l						2020-04-05 18:14:17.092811
513	Barcelona	Sant Cugat del Vallès	1,157 €/l	1,314 €/l	1,079 €/l	1,161 €/l					0,689 €/l	2020-04-05 18:14:17.489015
514	Barcelona	Sant Cugat Sesgarrigues	1,071 €/l	1,259 €/l	0,982 €/l	1,109 €/l						2020-04-05 18:14:17.960198
515	Barcelona	Sant Esteve Sesrovires	1,169 €/l	1,259 €/l	1,047 €/l	1,092 €/l	0,733 €/l				0,689 €/l	2020-04-05 18:14:18.437307
516	Barcelona	Sant Feliu de Llobregat	1,144 €/l	1,262 €/l	1,029 €/l	1,097 €/l						2020-04-05 18:14:18.824224
517	Barcelona	Sant Fost de Campsentelles	1,061 €/l	1,385 €/l	0,949 €/l	1,009 €/l	0,790 €/l					2020-04-05 18:14:19.324700
518	Barcelona	Sant Fruitós de Bages	1,143 €/l	1,293 €/l	1,036 €/l	1,063 €/l						2020-04-05 18:14:19.738724
519	Barcelona	Sant Iscle de Vallalta	1,169 €/l		1,049 €/l	1,139 €/l						2020-04-05 18:14:20.242320
520	Barcelona	Sant Joan de Vilatorrada	1,114 €/l	1,199 €/l	1,017 €/l			0,999 €/l				2020-04-05 18:14:21.642208
521	Barcelona	Sant Joan Despí	1,161 €/l	1,299 €/l	1,071 €/l	1,124 €/l						2020-04-05 18:14:22.099759
522	Barcelona	Sant Just Desvern	1,148 €/l	1,337 €/l	1,054 €/l	1,187 €/l						2020-04-05 18:14:22.468961
523	Barcelona	Sant Llorenç d,'Hortons	1,169 €/l	1,309 €/l	1,065 €/l	1,135 €/l						2020-04-05 18:14:22.894793
524	Barcelona	Sant Martí Sarroca	1,139 €/l	1,274 €/l	1,049 €/l	1,099 €/l						2020-04-05 18:14:23.310687
525	Barcelona	Sant Pere de Ribes	1,136 €/l	1,294 €/l	1,023 €/l	1,100 €/l						2020-04-05 18:14:23.714271
526	Barcelona	Sant Pere de Riudebitlles	1,169 €/l	1,289 €/l	1,079 €/l	1,139 €/l						2020-04-05 18:14:25.363376
527	Barcelona	Sant Pere de Torelló	1,129 €/l	1,299 €/l	0,979 €/l	1,149 €/l						2020-04-05 18:14:25.726715
528	Barcelona	Sant Pere Sallavinera	1,159 €/l	1,259 €/l	1,059 €/l	1,129 €/l						2020-04-05 18:14:26.195110
529	Barcelona	Sant Pol de Mar	1,179 €/l	1,319 €/l	1,049 €/l	1,119 €/l						2020-04-05 18:14:26.586129
530	Barcelona	Sant Quirze de Besora	1,099 €/l	1,359 €/l	0,999 €/l							2020-04-05 18:14:26.945194
531	Barcelona	Sant Quirze del Vallès	1,141 €/l	1,336 €/l	1,025 €/l	1,112 €/l	0,799 €/l					2020-04-05 18:14:27.327921
532	Barcelona	Sant Sadurní d,'Anoia	1,132 €/l	1,289 €/l	1,051 €/l	1,094 €/l	0,769 €/l		0,799 €/l	0,820 €/l	0,729 €/l	2020-04-05 18:14:27.752024
533	Barcelona	Sant Salvador de Guardiola	1,189 €/l	1,329 €/l	1,089 €/l	1,169 €/l	1,000 €/l					2020-04-05 18:14:28.107057
534	Barcelona	Sant Vicenç de Castellet	1,114 €/l	1,309 €/l	0,999 €/l							2020-04-05 18:14:28.495678
535	Barcelona	Sant Vicenç de Montalt	1,179 €/l	1,319 €/l	1,059 €/l	1,139 €/l						2020-04-05 18:14:28.890868
536	Barcelona	Sant Vicenç de Torelló	1,039 €/l		0,939 €/l							2020-04-05 18:14:29.300969
537	Barcelona	Sant Vicenç dels Horts	1,150 €/l	1,295 €/l	1,034 €/l	1,120 €/l	0,799 €/l					2020-04-05 18:14:29.918985
538	Barcelona	Santa Coloma de Gramenet	1,139 €/l	1,306 €/l	1,022 €/l	1,088 €/l						2020-04-05 18:14:31.357166
539	Barcelona	Santa Eulàlia de Ronçana	1,179 €/l	1,321 €/l	1,059 €/l	1,149 €/l						2020-04-05 18:14:31.871132
540	Barcelona	Santa Margarida i els Monjos	1,149 €/l	1,339 €/l	1,049 €/l	1,119 €/l						2020-04-05 18:14:32.276540
541	Barcelona	Santa Maria de Corcó	1,224 €/l		1,189 €/l	1,068 €/l	0,879 €/l					2020-04-05 18:14:33.345363
542	Barcelona	Santa Maria de Miralles	1,039 €/l		0,919 €/l	0,949 €/l						2020-04-05 18:14:33.792172
543	Barcelona	Santa Maria de Palautordera	1,159 €/l	1,261 €/l	1,056 €/l	1,113 €/l					0,689 €/l	2020-04-05 18:14:39.727804
544	Barcelona	Santa Perpètua de Mogoda	1,162 €/l	1,304 €/l	1,058 €/l	1,130 €/l	0,826 €/l		0,858 €/l	0,939 €/l	0,682 €/l	2020-04-05 18:14:40.249769
545	Barcelona	Santa Susanna	1,127 €/l	1,274 €/l	1,027 €/l	1,092 €/l						2020-04-05 18:14:40.931961
546	Barcelona	Santpedor	1,091 €/l	1,273 €/l	0,990 €/l	1,057 €/l						2020-04-05 18:14:41.410366
547	Barcelona	Sentmenat	1,157 €/l	1,309 €/l	1,042 €/l	1,145 €/l						2020-04-05 18:14:41.913737
548	Barcelona	Seva	1,099 €/l		0,999 €/l							2020-04-05 18:14:42.378028
549	Barcelona	Sitges	1,136 €/l	1,289 €/l	1,002 €/l	1,052 €/l					0,699 €/l	2020-04-05 18:14:43.823432
550	Barcelona	Subirats	1,149 €/l		1,039 €/l							2020-04-05 18:14:44.188026
551	Barcelona	Súria	1,134 €/l	1,293 €/l	1,002 €/l	1,125 €/l						2020-04-05 18:14:44.602605
552	Barcelona	Tagamanent	1,169 €/l	1,309 €/l	1,059 €/l	1,119 €/l					0,689 €/l	2020-04-05 18:14:46.376093
553	Barcelona	Taradell	1,099 €/l	1,359 €/l	0,999 €/l		0,900 €/l					2020-04-05 18:14:46.951501
554	Barcelona	Teià	1,179 €/l	1,299 €/l	1,064 €/l	1,129 €/l						2020-04-05 18:14:47.420930
555	Barcelona	Terrassa	1,108 €/l	1,269 €/l	1,011 €/l	1,089 €/l	0,859 €/l				0,684 €/l	2020-04-05 18:14:47.907358
556	Barcelona	Tona	1,132 €/l	1,284 €/l	1,039 €/l	1,129 €/l						2020-04-05 18:14:49.055635
557	Barcelona	Tordera	1,115 €/l	1,239 €/l	1,018 €/l	1,092 €/l	0,779 €/l				0,719 €/l	2020-04-05 18:14:49.412951
558	Barcelona	Torelló	1,059 €/l	1,219 €/l	0,962 €/l	1,079 €/l						2020-04-05 18:14:49.784798
559	Barcelona	La Torre de Claramunt	1,179 €/l	1,319 €/l	1,045 €/l	1,125 €/l						2020-04-05 18:14:50.158205
560	Barcelona	Torrelles de Llobregat	0,975 €/l		0,886 €/l							2020-04-05 18:14:50.940381
561	Barcelona	Vacarisses	1,126 €/l	1,284 €/l	1,036 €/l	1,135 €/l						2020-04-05 18:14:51.397231
562	Barcelona	Vallgorguina	1,157 €/l	1,262 €/l	1,069 €/l	1,121 €/l						2020-04-05 18:14:52.036846
563	Barcelona	Vallirana	1,159 €/l	1,246 €/l	1,029 €/l	1,096 €/l					0,689 €/l	2020-04-05 18:14:52.540949
564	Barcelona	Vallromanes	1,169 €/l	1,311 €/l	1,069 €/l	1,159 €/l						2020-04-05 18:14:53.040453
565	Barcelona	Vic	1,091 €/l	1,317 €/l	0,984 €/l	1,077 €/l	0,732 €/l				0,689 €/l	2020-04-05 18:14:53.522590
566	Barcelona	Viladecans	1,159 €/l	1,301 €/l	1,049 €/l	1,121 €/l				0,949 €/l	0,649 €/l	2020-04-05 18:14:53.954399
567	Barcelona	Viladecavalls	1,078 €/l	1,303 €/l	0,971 €/l	1,125 €/l						2020-04-05 18:14:55.455751
568	Barcelona	Vilafranca del Penedès	1,146 €/l	1,352 €/l	1,041 €/l	1,105 €/l	0,757 €/l	0,999 €/l			0,699 €/l	2020-04-05 18:14:55.937047
569	Barcelona	Vilanova del Vallès	1,179 €/l	1,319 €/l	1,065 €/l	1,145 €/l						2020-04-05 18:14:56.397850
570	Barcelona	Vilanova i la Geltrú	1,132 €/l	1,290 €/l	1,035 €/l	1,090 €/l					0,699 €/l	2020-04-05 18:14:59.677303
571	Barcelona	Vilassar de Dalt	1,179 €/l	1,319 €/l	1,095 €/l	1,175 €/l						2020-04-05 18:15:00.066950
572	Barcelona	Vilassar de Mar	1,166 €/l	1,372 €/l	1,059 €/l	1,259 €/l						2020-04-05 18:15:00.513385
573	Burgos	Ameyugo	1,149 €/l	1,274 €/l	1,089 €/l	1,159 €/l						2020-04-05 18:15:07.637203
574	Burgos	Aranda de Duero	1,100 €/l	1,299 €/l	0,988 €/l	1,154 €/l	0,659 €/l		0,840 €/l	0,870 €/l	0,685 €/l	2020-04-05 18:15:08.061222
575	Burgos	Arcos	0,959 €/l		0,859 €/l							2020-04-05 18:15:08.504666
576	Burgos	Los Balbases	1,124 €/l	1,249 €/l	1,095 €/l	1,155 €/l						2020-04-05 18:15:09.109576
577	Burgos	Basconcillos del Tozo	1,238 €/l	1,458 €/l	1,108 €/l	1,188 €/l	0,949 €/l					2020-04-05 18:15:09.640240
578	Burgos	Belorado	1,119 €/l	1,259 €/l	1,044 €/l	1,098 €/l	0,698 €/l					2020-04-05 18:15:11.419499
579	Burgos	Berberana	1,098 €/l	1,278 €/l	1,028 €/l		0,768 €/l					2020-04-05 18:15:11.851023
580	Burgos	Briviesca	1,162 €/l	1,310 €/l	1,049 €/l	1,230 €/l	0,637 €/l					2020-04-05 18:15:13.128849
581	Burgos	Buniel	1,029 €/l		0,939 €/l							2020-04-05 18:15:13.572291
582	Burgos	Burgos	1,110 €/l	1,287 €/l	1,040 €/l	1,122 €/l					0,692 €/l	2020-04-05 18:15:14.053085
583	Burgos	Caleruega	1,179 €/l	1,339 €/l	1,079 €/l	1,179 €/l						2020-04-05 18:15:15.925802
584	Burgos	Carcedo de Burgos	0,995 €/l		0,955 €/l							2020-04-05 18:15:16.288112
585	Burgos	Cardeñajimeno	1,149 €/l	1,289 €/l	1,069 €/l	1,149 €/l						2020-04-05 18:15:16.648606
586	Burgos	Castrillo de la Vega	1,224 €/l	1,434 €/l	1,069 €/l		0,760 €/l					2020-04-05 18:15:18.173366
587	Burgos	Castrojeriz	1,199 €/l		1,080 €/l	1,189 €/l	0,999 €/l					2020-04-05 18:15:18.584080
588	Burgos	Cilleruelo de Abajo	1,209 €/l	1,352 €/l	1,119 €/l	1,209 €/l						2020-04-05 18:15:19.303743
589	Burgos	Condado de Treviño	1,213 €/l		1,096 €/l	1,279 €/l	0,787 €/l					2020-04-05 18:15:19.978232
590	Burgos	Espinosa de los Monteros	1,169 €/l	1,319 €/l	1,129 €/l	1,199 €/l	0,859 €/l					2020-04-05 18:15:20.365868
591	Burgos	Estépar	1,079 €/l		1,009 €/l	1,039 €/l						2020-04-05 18:15:20.817112
592	Burgos	Fontioso	1,149 €/l	1,289 €/l	1,089 €/l	1,155 €/l	0,697 €/l		0,839 €/l	0,839 €/l		2020-04-05 18:15:21.217443
593	Burgos	Frandovínez	1,149 €/l	1,249 €/l	1,089 €/l	1,159 €/l						2020-04-05 18:15:21.619207
594	Burgos	Fuentecén	1,039 €/l		0,939 €/l		0,569 €/l					2020-04-05 18:15:22.930078
595	Burgos	Fuentespina	1,091 €/l	1,243 €/l	1,045 €/l	1,105 €/l						2020-04-05 18:15:23.390521
596	Burgos	Gumiel de Izán	1,149 €/l	1,289 €/l	1,089 €/l	1,159 €/l	0,697 €/l					2020-04-05 18:15:23.781054
597	Burgos	Huerta de Rey	1,099 €/l		1,049 €/l	1,119 €/l						2020-04-05 18:15:24.175507
598	Burgos	Lerma	1,220 €/l	1,371 €/l	1,112 €/l	1,199 €/l						2020-04-05 18:15:24.592287
599	Burgos	Madrigalejo del Monte	1,159 €/l		1,045 €/l	1,105 €/l						2020-04-05 18:15:24.993343
600	Burgos	Medina de Pomar	1,119 €/l	1,309 €/l	1,039 €/l	1,104 €/l	0,729 €/l					2020-04-05 18:15:25.385715
601	Burgos	Melgar de Fernamental	1,149 €/l	1,339 €/l	1,075 €/l	1,159 €/l						2020-04-05 18:15:25.788552
602	Burgos	Merindad de Montija	1,209 €/l	1,349 €/l	1,149 €/l	1,209 €/l	0,899 €/l					2020-04-05 18:15:26.143273
603	Burgos	Merindad de Río Ubierna	0,999 €/l		0,909 €/l		0,515 €/l					2020-04-05 18:15:26.884189
604	Burgos	Merindad de Sotoscueva	1,138 €/l		1,049 €/l	1,079 €/l						2020-04-05 18:15:27.245096
605	Burgos	Milagros	1,332 €/l	1,477 €/l	1,211 €/l	1,271 €/l						2020-04-05 18:15:27.717722
606	Burgos	Miranda de Ebro	1,112 €/l	1,284 €/l	1,041 €/l	1,138 €/l	0,814 €/l				0,649 €/l	2020-04-05 18:15:28.203344
607	Burgos	Monasterio de Rodilla	1,139 €/l	1,264 €/l	1,049 €/l	1,119 €/l						2020-04-05 18:15:28.567847
608	Burgos	Olmedillo de Roa	1,139 €/l	1,239 €/l	1,059 €/l	1,109 €/l	0,768 €/l					2020-04-05 18:15:29.085295
609	Burgos	Oña	1,159 €/l		1,059 €/l		0,599 €/l					2020-04-05 18:15:29.485904
610	Burgos	Oquillas	1,149 €/l	1,289 €/l	1,089 €/l	1,179 €/l						2020-04-05 18:15:34.758942
611	Burgos	Palacios de la Sierra	0,999 €/l		0,939 €/l	0,999 €/l						2020-04-05 18:15:35.133221
612	Burgos	Pancorbo	1,169 €/l	1,309 €/l	1,099 €/l	1,179 €/l						2020-04-05 18:15:35.564056
613	Burgos	Pardilla	1,322 €/l	1,462 €/l	1,208 €/l	1,268 €/l						2020-04-05 18:15:37.370835
614	Burgos	Quintanapalla	1,149 €/l	1,269 €/l	1,089 €/l	1,163 €/l					0,679 €/l	2020-04-05 18:15:38.965424
615	Burgos	Quintanar de la Sierra	1,114 €/l	1,259 €/l	1,034 €/l	1,094 €/l						2020-04-05 18:15:39.409950
616	Burgos	Quintanilla Vivar	1,127 €/l		1,057 €/l	1,107 €/l						2020-04-05 18:15:39.864553
617	Burgos	La Revilla y Ahedo	1,135 €/l		0,995 €/l							2020-04-05 18:15:40.262760
618	Burgos	Roa	1,139 €/l	1,239 €/l	1,054 €/l	1,109 €/l	0,641 €/l					2020-04-05 18:15:42.750452
619	Burgos	Rubena	1,039 €/l		0,939 €/l	0,949 €/l	0,559 €/l		0,840 €/l			2020-04-05 18:15:43.154084
620	Burgos	Salas de los Infantes	1,129 €/l	1,269 €/l	1,049 €/l	1,129 €/l						2020-04-05 18:15:43.782975
621	Burgos	Santa María del Campo	1,099 €/l	1,199 €/l	1,049 €/l	1,109 €/l	0,700 €/l					2020-04-05 18:15:44.181851
622	Burgos	Sarracín	1,149 €/l	1,289 €/l	1,089 €/l	1,169 €/l						2020-04-05 18:15:44.619552
623	Burgos	Sasamón	1,159 €/l	1,320 €/l	1,079 €/l	1,139 €/l						2020-04-05 18:15:45.087956
624	Burgos	Sotresgudo	1,120 €/l		1,050 €/l							2020-04-05 18:15:45.461206
625	Burgos	Trespaderne	1,069 €/l	1,169 €/l	0,958 €/l	1,028 €/l	0,650 €/l					2020-04-05 18:15:49.138967
626	Burgos	Vadocondes	1,109 €/l	1,229 €/l	1,059 €/l	1,109 €/l						2020-04-05 18:15:50.327113
627	Burgos	Valle de Losa	1,164 €/l		1,084 €/l	1,144 €/l	0,664 €/l					2020-04-05 18:15:50.873831
628	Burgos	Valle de Mena	1,139 €/l		1,076 €/l	1,214 €/l	0,899 €/l					2020-04-05 18:15:51.305784
629	Burgos	Valle de Tobalina	1,194 €/l		1,124 €/l							2020-04-05 18:15:51.663831
630	Burgos	Valle de Valdebezana	1,138 €/l	1,285 €/l	1,049 €/l	1,079 €/l						2020-04-05 18:15:52.163729
631	Burgos	Valle de Valdelucio	1,259 €/l		1,099 €/l	1,219 €/l	0,889 €/l					2020-04-05 18:15:52.575950
632	Burgos	Villadiego	1,149 €/l	1,274 €/l	1,069 €/l	1,139 €/l	0,719 €/l					2020-04-05 18:15:52.994466
633	Burgos	Villagonzalo Pedernales	1,123 €/l	1,285 €/l	1,055 €/l	1,162 €/l						2020-04-05 18:15:53.416113
634	Burgos	Villalbilla de Burgos	1,159 €/l	1,279 €/l	1,069 €/l	1,149 €/l	0,675 €/l					2020-04-05 18:15:54.045033
635	Burgos	Villalmanzo	1,188 €/l	1,479 €/l	1,078 €/l	1,199 €/l	0,919 €/l					2020-04-05 18:15:54.499165
636	Burgos	Villanueva de Argaño	1,145 €/l	1,320 €/l	1,055 €/l	1,085 €/l	0,689 €/l					2020-04-05 18:15:54.906721
637	Burgos	Villaquirán de los Infantes	1,149 €/l	1,269 €/l	1,069 €/l	1,169 €/l	0,769 €/l					2020-04-05 18:15:55.243959
638	Burgos	Villarcayo de Merindad de Castilla la Vieja	1,049 €/l		0,938 €/l		0,574 €/l					2020-04-05 18:15:55.632541
639	Burgos	Villazopeque	1,189 €/l	1,329 €/l	1,109 €/l	1,189 €/l						2020-04-05 18:15:56.294884
640	Cáceres	Ahigal	1,129 €/l		1,079 €/l	1,159 €/l	0,779 €/l					2020-04-05 18:16:02.950261
641	Cáceres	Alcántara	1,290 €/l		1,188 €/l							2020-04-05 18:16:03.372577
642	Cáceres	Alcuéscar	1,129 €/l	1,259 €/l	1,069 €/l	1,149 €/l						2020-04-05 18:16:04.339228
643	Cáceres	Aldea del Cano	1,139 €/l		1,059 €/l	1,109 €/l	0,693 €/l					2020-04-05 18:16:04.752189
644	Cáceres	Aldeanueva del Camino	1,124 €/l	1,249 €/l	1,069 €/l	1,139 €/l						2020-04-05 18:16:05.169445
645	Cáceres	Aliseda	1,189 €/l	1,409 €/l	1,129 €/l	1,199 €/l	0,829 €/l					2020-04-05 18:16:05.619799
646	Cáceres	Almaraz	1,149 €/l	1,279 €/l	1,059 €/l	1,109 €/l						2020-04-05 18:16:06.099509
647	Cáceres	Almoharín	1,089 €/l	1,189 €/l	1,019 €/l	1,069 €/l						2020-04-05 18:16:06.509839
648	Cáceres	Arroyo de la Luz	1,089 €/l	1,439 €/l	1,049 €/l	1,099 €/l	0,831 €/l					2020-04-05 18:16:06.896379
649	Cáceres	Baños de Montemayor	1,079 €/l		1,019 €/l	1,069 €/l						2020-04-05 18:16:07.250789
650	Cáceres	Belvís de Monroy	1,159 €/l		1,059 €/l	1,119 €/l	0,739 €/l					2020-04-05 18:16:07.703782
651	Cáceres	Bohonal de Ibor	1,089 €/l	1,219 €/l	1,049 €/l		0,929 €/l					2020-04-05 18:16:08.082898
652	Cáceres	Brozas	1,089 €/l		1,049 €/l	1,129 €/l	0,688 €/l					2020-04-05 18:16:08.467407
653	Cáceres	Cabezuela del Valle	1,099 €/l		1,059 €/l	1,129 €/l						2020-04-05 18:16:08.842022
654	Cáceres	Cáceres	1,101 €/l	1,256 €/l	1,047 €/l	1,106 €/l	0,789 €/l				0,679 €/l	2020-04-05 18:16:09.338116
655	Cáceres	Caminomorisco	1,079 €/l		1,049 €/l	1,129 €/l						2020-04-05 18:16:09.770788
656	Cáceres	Campo Lugar	1,129 €/l		1,069 €/l		1,039 €/l					2020-04-05 18:16:10.181639
657	Cáceres	Cañaveral	1,079 €/l		1,049 €/l	1,129 €/l						2020-04-05 18:16:10.708288
658	Cáceres	Casar de Cáceres	1,064 €/l	1,248 €/l	1,016 €/l	1,129 €/l	0,705 €/l					2020-04-05 18:16:11.152740
659	Cáceres	Casas de Don Gómez	1,079 €/l		1,009 €/l	1,069 €/l	0,771 €/l					2020-04-05 18:16:11.798659
660	Cáceres	Castañar de Ibor	1,189 €/l		1,129 €/l		0,899 €/l					2020-04-05 18:16:12.157183
661	Cáceres	Ceclavín	1,079 €/l		1,029 €/l	1,109 €/l	0,749 €/l					2020-04-05 18:16:23.095475
662	Cáceres	Cilleros	1,099 €/l		1,039 €/l		0,799 €/l					2020-04-05 18:16:23.468184
663	Cáceres	Coria	1,106 €/l	1,229 €/l	1,056 €/l	1,119 €/l	0,834 €/l					2020-04-05 18:16:23.891940
664	Cáceres	Cuacos de Yuste	1,109 €/l		1,074 €/l	1,119 €/l						2020-04-05 18:16:24.337781
665	Cáceres	Deleitosa	1,182 €/l	1,315 €/l	1,091 €/l	1,141 €/l						2020-04-05 18:16:26.289654
666	Cáceres	Escurial	1,179 €/l		1,109 €/l	1,179 €/l						2020-04-05 18:16:26.739151
667	Cáceres	Galisteo	1,139 €/l		1,069 €/l	1,149 €/l	0,799 €/l					2020-04-05 18:16:27.095197
668	Cáceres	Garrovillas de Alconétar	1,149 €/l		1,089 €/l		0,850 €/l					2020-04-05 18:16:27.457022
669	Cáceres	Guijo de Galisteo	1,138 €/l		1,058 €/l		0,828 €/l	1,038 €/l				2020-04-05 18:16:27.861696
670	Cáceres	Jaraíz de la Vera	1,102 €/l	1,410 €/l	1,034 €/l	1,119 €/l	0,815 €/l					2020-04-05 18:16:28.366218
671	Cáceres	Jarandilla de la Vera	1,249 €/l	1,424 €/l	1,149 €/l	1,199 €/l	0,799 €/l					2020-04-05 18:16:28.832201
672	Cáceres	Logrosán	1,138 €/l	1,287 €/l	1,058 €/l	1,137 €/l	0,758 €/l					2020-04-05 18:16:29.309316
673	Cáceres	Losar de la Vera	1,119 €/l		1,069 €/l							2020-04-05 18:16:30.192921
674	Cáceres	Madrigalejo	1,089 €/l		1,019 €/l	1,089 €/l						2020-04-05 18:16:33.345264
675	Cáceres	Madroñera	1,105 €/l	1,235 €/l	1,049 €/l	1,119 €/l	0,720 €/l					2020-04-05 18:16:36.339951
676	Cáceres	Majadas	1,149 €/l		1,069 €/l	1,119 €/l						2020-04-05 18:16:36.734693
677	Cáceres	Malpartida de Cáceres	1,098 €/l		1,039 €/l	1,109 €/l						2020-04-05 18:16:37.142893
678	Cáceres	Malpartida de Plasencia	1,096 €/l	1,249 €/l	1,026 €/l	1,124 €/l	0,733 €/l				0,645 €/l	2020-04-05 18:16:37.609338
679	Cáceres	Miajadas	1,116 €/l	1,179 €/l	1,032 €/l	1,119 €/l	0,798 €/l					2020-04-05 18:16:37.967504
680	Cáceres	Montánchez	1,089 €/l		1,019 €/l	1,069 €/l						2020-04-05 18:16:38.330637
681	Cáceres	Montehermoso	1,199 €/l	1,322 €/l	1,138 €/l	1,198 €/l	0,846 €/l					2020-04-05 18:16:38.801833
682	Cáceres	Moraleja	1,049 €/l		0,986 €/l	1,074 €/l	0,770 €/l					2020-04-05 18:16:39.695154
683	Cáceres	Navalmoral de la Mata	1,119 €/l	1,255 €/l	1,044 €/l	1,136 €/l						2020-04-05 18:16:40.159891
684	Cáceres	Nuñomoral	1,139 €/l	1,408 €/l	1,069 €/l		0,908 €/l					2020-04-05 18:16:40.505180
685	Cáceres	Pasarón de la Vera	1,079 €/l		0,999 €/l							2020-04-05 18:16:41.963995
686	Cáceres	Peraleda de la Mata	1,219 €/l	1,289 €/l	1,112 €/l	1,129 €/l	0,920 €/l					2020-04-05 18:16:42.359845
